measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Enteric infections,Number,2019,1182954.9172689582,1462546.7568248648,947752.6327821822
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Enteric infections,Percent,2019,0.003942890081263719,0.004436377679477828,0.0035170690354783666
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Enteric infections,Rate,2019,116.7330450870921,144.32294419179487,93.52347177303187
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Other infectious diseases,Number,2019,668283.0330673356,769667.7449126993,588780.5873513878
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Other infectious diseases,Percent,2019,0.002236452872451641,0.002574639408298384,0.002006964892038632
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Other infectious diseases,Rate,2019,65.94563519807514,75.95019747362625,58.100397442337616
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Maternal and neonatal disorders,Number,2019,3584671.4867886193,4005715.293348306,3188188.892109364
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Maternal and neonatal disorders,Percent,2019,0.012011014048361423,0.013631991759304853,0.010505886603667159
DALYs (Disability-Adjusted Life Years),High SDI,Both,All ages,Maternal and neonatal disorders,Rate,2019,353.73251523039175,395.28078130315413,314.60792990148417
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Neglected tropical diseases and malaria,Number,2019,15179995.544390496,22174386.816879977,9518155.552872172
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Neglected tropical diseases and malaria,Percent,2019,0.024403265816251008,0.03536658419750751,0.0159848633528407
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Neglected tropical diseases and malaria,Rate,2019,860.5525414882715,1257.0639349272794,539.5833567508289
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Injuries,Number,2019,64627435.86044892,71273877.25058834,58054160.087926656
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Injuries,Percent,2019,0.10396866450870848,0.1099903048730073,0.09539897925414265
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Injuries,Rate,2019,3663.723353339928,4040.5095001745326,3291.084958591678
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2019,16079557.064212935,19084416.443716474,13750719.008261707
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,2019,0.025899707471071207,0.03100847785250439,0.021955596804248415
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2019,911.5486007324614,1081.8938006559333,779.5269870302072
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Respiratory infections and tuberculosis,Number,2019,48973594.063039154,54508667.54956578,43988310.308240965
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Respiratory infections and tuberculosis,Percent,2019,0.07879349960924226,0.08540606397174508,0.07280674057781909
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Respiratory infections and tuberculosis,Rate,2019,2776.308511654137,3090.091314964316,2493.693237315861
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Enteric infections,Number,2019,30947281.927620254,39554510.86533845,23969083.03579142
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Enteric infections,Percent,2019,0.049788895651931606,0.06441455600881058,0.03942414611867692
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Enteric infections,Rate,2019,1754.3985462373173,2242.3415575422136,1358.8050973582751
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Other infectious diseases,Number,2019,14550071.903359557,18062069.638921976,12035744.04632902
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Other infectious diseases,Percent,2019,0.023406425989656865,0.028911031962544638,0.019744508972102417
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Other infectious diseases,Rate,2019,824.8422286197662,1023.937054978664,682.3052152738057
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Maternal and neonatal disorders,Number,2019,69350607.49724191,79976590.08451475,59971341.93852817
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Maternal and neonatal disorders,Percent,2019,0.11155096244775967,0.1253436188972927,0.0978557017962151
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,All ages,Maternal and neonatal disorders,Rate,2019,3931.479515984499,4533.865484712054,3399.769820138952
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Neglected tropical diseases and malaria,Number,2019,37402634.85163099,61102872.243619695,20974987.714830462
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Neglected tropical diseases and malaria,Percent,2019,0.07286161183475066,0.11761410699816957,0.041202995543939774
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Neglected tropical diseases and malaria,Rate,2019,3313.8485918295823,5413.673874701172,1858.3699725476113
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Injuries,Number,2019,40478482.38635786,46085482.86558717,35293700.77680545
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Injuries,Percent,2019,0.07894966716329668,0.08771840468008003,0.07084823309803322
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Injuries,Rate,2019,3586.366639343356,4083.14315565533,3126.9984342980424
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Neglected tropical diseases and malaria,Number,2019,8457692.127209729,11004301.131965866,6184827.490667956
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Neglected tropical diseases and malaria,Percent,2019,0.01232664589625882,0.016007774891418393,0.009431225103496005
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Neglected tropical diseases and malaria,Rate,2019,352.9088121553413,459.1695680891324,258.0704156983085
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2019,20036161.63640638,25354618.48096253,16202480.566221433
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,2019,0.0391227634735699,0.04988258966836316,0.030835519249355257
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2019,1775.190605898716,2246.402347931117,1435.5290107637377
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Respiratory infections and tuberculosis,Number,2019,58715827.99928576,69373871.85453239,49098758.98471042
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Respiratory infections and tuberculosis,Percent,2019,0.11436170990439504,0.12545420399364277,0.10295224343225307
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Respiratory infections and tuberculosis,Rate,2019,5202.183340970069,6146.478943712263,4350.117417328631
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Enteric infections,Number,2019,50303022.41816474,62643508.3172115,40031448.32725901
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Enteric infections,Percent,2019,0.09795616110512545,0.11481004592626765,0.08185222280098728
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Enteric infections,Rate,2019,4456.814357236088,5550.1732069874215,3546.7597187849287
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Other infectious diseases,Number,2019,27317821.02194338,37795557.18346103,19745066.70099939
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Other infectious diseases,Percent,2019,0.05318991793410031,0.07090466773894627,0.04013441589343311
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Other infectious diseases,Rate,2019,2420.3407884103162,3348.6612493121,1749.3997880696054
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Maternal and neonatal disorders,Number,2019,84078389.37627238,101495543.87458517,70619070.29689136
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Maternal and neonatal disorders,Percent,2019,0.16368771891492928,0.1787887576567293,0.14905439025540132
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Maternal and neonatal disorders,Rate,2019,7449.289424210424,8992.437738142544,6256.802698205182
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2019,16174706.94209904,19049213.849539988,14370941.585577786
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Percent,2019,0.023631045881478196,0.028376921014450395,0.020492870890231857
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2019,674.9118468775608,794.8545928393926,599.6472617162085
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Respiratory infections and tuberculosis,Number,2019,28768971.385282658,31540743.116665363,26241280.678101078
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Respiratory infections and tuberculosis,Percent,2019,0.0419952339499135,0.045839052340995425,0.038477678274594716
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Respiratory infections and tuberculosis,Rate,2019,1200.4248163453312,1316.0807960825289,1094.9534523431237
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Enteric infections,Number,2019,11714299.190930896,14646029.177839529,9548279.252559721
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Enteric infections,Percent,2019,0.017084683679366684,0.021092761704790786,0.014264153395013836
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Enteric infections,Rate,2019,488.7952115688518,611.1256690599139,398.41505678689487
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Other infectious diseases,Number,2019,7100846.761381928,8451258.563006684,6018361.971747109
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Other infectious diseases,Percent,2019,0.010362829175402771,0.012318405725920394,0.008920742658123612
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Other infectious diseases,Rate,2019,296.29257700151504,352.64036285892854,251.12441344809898
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Maternal and neonatal disorders,Number,2019,32565475.464657553,37649535.04467173,28362317.73336982
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Maternal and neonatal disorders,Percent,2019,0.04754350933515275,0.05479004299100789,0.04121312520037203
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Maternal and neonatal disorders,Rate,2019,1358.8391597434195,1570.978523570287,1183.4566345888104
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Injuries,Number,2019,72079452.93422322,78729499.94719106,65412138.9226462
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Injuries,Percent,2019,0.10516332516741464,0.11089601370228364,0.09807198182944941
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Injuries,Rate,2019,3007.614102431932,3285.0964412100775,2729.4112744379368
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Nutritional deficiencies,Number,2019,18299216.98530314,23321623.39871918,14184879.759966375
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Nutritional deficiencies,Percent,2019,0.035612772912312525,0.04367577724861667,0.02924304840683549
DALYs (Disability-Adjusted Life Years),Low SDI,Both,All ages,Nutritional deficiencies,Rate,2019,1621.2984641023672,2066.280334676887,1256.7709201317616
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Nutritional deficiencies,Number,2019,10018417.977565892,13547618.690383688,7136818.085811106
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Nutritional deficiencies,Percent,2019,0.014544110100917667,0.018335348172461675,0.011268210951750643
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,All ages,Nutritional deficiencies,Rate,2019,418.0322403512363,565.2929839069612,297.79352988381663
